RWVuRwtjGek_210,"subway, metro, underground"
PVSHN_arz2k_21,dog whimpering
GYx6HNQbP1w_30,playing electric guitar
_uZaiX3Awog_2,people giggling
K1R_N_pysRs_33,tornado roaring
3oef68YabD0_2,"male speech, man speaking"
RMKGMBFRYUQ_165,cupboard opening or closing
p5i3sd1uubo_0,playing cymbal
k45PjHhGXbo_129,dinosaurs bellowing
Po2kalrDi-w_55,barn swallow calling
EHr7Jjfv1tw_32,ice cracking
2CidaVnd60g_0,playing cymbal
eFueCoTecKY_159,train wheels squealing
UAhzckt0y3U_30,dog barking
aidxQEWjcjI_70,canary calling
l6q7shFb8zs_41,playing castanets
MUC3GjvBI7I_30,horse clip-clop
I5f96kvSXzU_4,air horn
MRFsJIQMxs0_250,playing tabla
FHChU52nch0_10,bird squawking
M83GjpnyZgo_18,mynah bird singing
FLfRPHFr7mY_11,footsteps on snow
Dt88SzvHRP4_80,playing cello
XQHs8qK9HPA_82,"ice cream truck, ice cream van"
nGrCh32C42w_560,ice cracking
rjued58Yqpc_109,air horn
-4pmCrSdMhg_30,horse clip-clop
UyCfhj3LXVk_2,goat bleating
Jk5dHnmduAg_320,goose honking
1p3NSKpuJDs_144,child singing
F8m310BMRvc_30,playing bagpipes
a7WAfwKi88Q_30,people babbling
g4E8Tl7dEs8_338,playing snare drum
LS6efNeNaFs_187,wind chime
lvabmASz47c_142,people battle cry
xwJ4G84jc1w_18,playing bugle
a4BjqKd8FsI_160,playing vibraphone
WJLbFJxe11o_30,playing harmonica
6A9tDfvsZC0_30,dog howling
ep3YzMOiU6A_1217,golf driving
vcZ3gN9ZRcA_100,playing congas
V23UiMHeJF4_0,vacuum cleaner cleaning floors
OqGQ72bre30_35,playing table tennis
_ZC6yk5iE1I_26,playing trumpet
mLaon9oK1OA_30,male singing
0g4SlqjORM4_80,playing french horn
0t1jQa_Lj_E_130,arc welding
zt-j0_ZVzxg_480,telephone bell ringing
1jHVyPknyhM_5,elephant trumpeting
CwfMxqs0i4U_30,playing tabla
cNqTAf7urnk_254,tornado roaring
fbJxpi7W9ds_130,playing accordion
J30XVELrIEM_580,baby crying
8jN7n8lhkiI_278,"alligators, crocodiles hissing"
EBHtpU1tB3E_0,penguins braying
rajXrf_Dzfw_29,cattle mooing
JjmtxsOQEyg_50,people crowd
2A63oYgod8Y_560,cap gun shooting
FK4MiC9uvWM_30,"rowboat, canoe, kayak rowing"
pFgm8rJ27eg_60,playing tennis
gpIWcn9yiXg_350,playing harp
MLHEeVVOx-E_181,chipmunk chirping
EVSNLohmKFc_540,using sewing machines
D8vA5rdtYd8_30,playing accordion
hkAmMR-HE2Y_74,penguins braying
CfPbKzvW0SQ_70,playing trombone
l52-LCtXNeE_10,"bee, wasp, etc. buzzing"
zjDpx3YU7mU_270,shot football
l2ONckkeGGQ_115,civil defense siren
RtsCVfcjlTo_30,playing snare drum
DpiGR6_i4Js_30,"female speech, woman speaking"
lrCA2ow4PPE_160,lawn mowing
WFJ96PH4rvo_20,dog howling
2Fbt9QiLWWc_370,chicken clucking
PL9BvKpDa4Y_14,playing tambourine
MON5q_Vvgx8_62,fox barking
1De-OI8YG-M_7,thunder
AgtY6m-b3Gk_30,playing acoustic guitar
D7iyQCgox0g_17,chipmunk chirping
DAbcAA6XbfE_168,playing lacrosse
E3JEJG6IzYA_140,lighting firecrackers
kEMNy7-6le8_30,playing accordion
pXTGeMMU1S0_92,golf driving
15aMq3FEyjQ_26,sea lion barking
LEJyA_IDpxg_30,chicken crowing
eOwKvuuMl74_70,people cheering
7WMrQe87gRk_340,playing trombone
jvRo7wsgQF4_59,playing snare drum
EhaMmYFANQQ_30,people burping
hfewjg0CTQM_60,church bell ringing
MvuRDIQ9Kf0_0,playing harpsichord
3RfBwL7tXuk_188,popping popcorn
EY1UjHKhb0o_83,hammering nails
PaZ4aVEsPsE_19,"playing violin, fiddle"
TKSFbf-wQ8I_30,fire crackling
tQi00qSZC60_31,baltimore oriole calling
BhTuYVycq0s_30,using sewing machines
9xvmNaF73fo_30,"child speech, kid speaking"
NtM3gudMBCQ_10,playing drum kit
4MTFkHIgWwg_71,barn swallow calling
kzxmNNpXkF4_57,mynah bird singing
Mb-GyQEKoEc_30,driving motorcycle
_uswoJHYy14_60,fire truck siren
4qevqi0-WYk_110,people screaming
H2mtpjGO6PY_210,playing tabla
Xl0b68oaD9E_546,cutting hair with electric trimmers
hzSgd10rtQ0_120,opening or closing drawers
fCx7XGkuLfk_30,crow cawing
1RwhRTe-OKk_30,playing banjo
2GOPuGmcHH0_20,lawn mowing
PBKS0vFpPTk_16,elephant trumpeting
aDKmQyQPjGQ_0,playing hammond organ
7rxfucuwC-Q_360,people eating noodle
MocXmVbat3s_30,female singing
fLD-oO3md6g_23,planing timber
RA8ck5zeHM0_0,toilet flushing
uOwKP7vCiJA_25,spraying water
Jf1fRu9YgfE_64,hammering nails
d2g3eW0EoNM_1,chinchilla barking
GvRM_UnjJoE_30,horse clip-clop
GjZbmBXxTBw_340,playing squash
Wqux-4IupdU_112,playing djembe
O_ps1uO85v0_30,typing on computer keyboard
c7xtFAL66Zg_18,people slapping
Wqqx_L1r8Hk_19,baby crying
ksHBqxzvbhM_19,slot machine
_MBO8MBhMXg_450,"bird chirping, tweeting"
aJBG1VNtqNg_30,"pigeon, dove cooing"
LwY71kBf_tY_200,driving motorcycle
PB3i02Cjf1k_30,playing bass guitar
L8W-5LTrwjM_30,bird squawking
1hKSlZZ5T50_2,chopping wood
ikkKlW18s1E_70,fire crackling
axSlCt0ZHVI_151,eagle screaming
9FDzG0xNp5s_150,"subway, metro, underground"
4GsJe7tvsl0_30,raining
hv-gJtaC_uo_302,"electric shaver, electric razor shaving"
nMT7ANtG8cA_117,swimming
__uEjp7_UDw_100,playing piano
Qm7qy9cJcO8_3,penguins braying
Zr0TnoiHJc0_10,baby babbling
cwzG9KvA--Y_6,air conditioning noise
r9Jipt2O64s_50,blowtorch igniting
S5-JYwnAqbU_7,playing volleyball
2W4dw8XuetE_50,"rowboat, canoe, kayak rowing"
qvlTOhCmxvY_240,cricket chirping
UpMhsxYAadk_108,playing bongo
-miI_C3At4Y_104,playing badminton
codJp5NQYy0_0,dog growling
bXTlmnjGx0Y_49,"alligators, crocodiles hissing"
telZ8Dc0i_M_294,people sniggering
2tXE7snh6Ak_30,cat meowing
JQ4RalNSjJk_150,orchestra
RyZVkGdfkDU_198,arc welding
2CIWnYMxFCw_29,air conditioning noise
Sx3WV9GSOmc_60,playing cello
tmdrHw6-yUY_181,dog bow-wow
KcV64MycgT4_19,"alligators, crocodiles hissing"
U6_Ui8bpY9g_42,people eating apple
Pvsrn7bxz9Y_24,chinchilla barking
-vAtBe4LMCQ_63,people eating crisps
nZu-pLopvtw_220,typing on typewriter
-tptsFSnu60_235,hair dryer drying
6TMtqRGsNEE_570,eating with cutlery
l-s4_WiLAAw_16,opening or closing car electric windows
rRzWGIhwWAI_30,playing flute
NvzT72qSSIE_30,ocean burbling
-yI3BN2OrO4_352,mouse clicking
rysr8w7aTuQ_0,cap gun shooting
6xlLMbiEsIM_30,owl hooting
I2S72eajLzw_30,playing hammond organ
S_-F4Nr-2Ig_307,forging swords
d4C6qujTJtc_31,ferret dooking
_zMzODntmas_40,child singing
_RgUM9aBzyU_209,chopping food
a4GXcNNy5ZY_3,telephone bell ringing
Er3Of_ejkQE_30,people crowd
dY3hVWRmYGM_152,playing glockenspiel
wzjeayE_MWo_30,firing cannon
WsKJwVVs-MY_0,car engine starting
cYM7vTqRUJ0_198,playing guiro
2Tx5L5RBXxw_200,stream burbling
WKBgoWKeWz4_11,swimming
lm5ia1UoyGw_30,goat bleating
i39ZIS_58UY_0,lighting firecrackers
GhEPMDQZ174_30,playing harpsichord
DymSRUrjT5c_560,using sewing machines
U_mxX7h_I_4_0,sea waves
3DTZsjKMOyA_289,"playing steel guitar, slide guitar"
FWNcjUpRg04_30,playing bagpipes
AFACjpDiMSQ_41,chipmunk chirping
JGeotTAFVWw_444,sharpen knife
X1B6bDrgzXM_50,train wheels squealing
0dC6Ay0oqWk_30,playing zither
BJQPnGKD9X0_49,lip smacking
yrOG_y_XhuA_11,playing tambourine
z0e087_wzsY_21,volcano explosion
_22gJ5kB31k_30,people burping
dNH6plDW4mo_297,playing bongo
KMrpYyZNpWw_25,sailing
pfz77dq_XGM_67,otter growling
A7jMX_jLeQc_127,people battle cry
-fAVezaAX18_126,playing drum kit
-M6K3QoHh40_30,people shuffling
aBXntqgPo6Q_40,playing bass guitar
IdLHAqL8KJw_320,baby babbling
iramP9ihj_w_200,chicken crowing
dG7RFy7mAyY_30,dog whimpering
MfavlJej70A_30,"female speech, woman speaking"
sP0anQjatZQ_32,chipmunk chirping
EoHwMG_92V4_221,metronome
FGPx2E089VU_19,frog croaking
glAxzomb7ws_30,"vehicle horn, car horn, honking"
KzvdKLdBw3s_60,"female speech, woman speaking"
VN4AS5J25os_40,playing hammond organ
-_umX4zgLVY_28,lions growling
g0RO_LNR_hQ_39,underwater bubbling
0lPcHRhXlWk_30,driving buses
Wur2SkL8EDk_30,car engine knocking
0loP4WNnL2k_0,"subway, metro, underground"
QPaUQdAWmLM_236,"electric shaver, electric razor shaving"
SVQ_3JHjJ8w_560,car passing by
GAi7PmpjSww_72,footsteps on snow
XUOtJ05Zg7E_120,playing tympani
R9qOM83klNc_81,children shouting
uGm1isE8Apg_11,people cheering
MCkQ9sVaOhw_10,bird wings flapping
a0kLlYbaHGQ_71,penguins braying
fLPEAElOWho_148,playing bass drum
4Jy3-_QlJ3w_103,cat caterwauling
GgI_d01sJ8I_30,playing harmonica
jbH4PifIg-g_6,playing tambourine
aDxgGqd05S0_30,people eating
AHIV0RMwnN8_150,tap dancing
Oi855GiZQa0_61,dinosaurs bellowing
R5JRh08zgMo_30,mouse squeaking
KzerdnnE7iY_437,playing tennis
BfQ3-G4gjlM_30,people sobbing
C3LXTkKw6sU_30,"railroad car, train wagon"
ZP0aFBkk3WE_92,popping popcorn
hrnJmoQW_-4_30,playing vibraphone
mY4poneHuFE_204,wood thrush calling
UrgzGbGVV8I_30,playing electric guitar
OQNPx5C94KY_30,playing tabla
QaL51pYn4uQ_20,playing harp
Uvvl1qfsh8A_63,baltimore oriole calling
QFnwnAHcttY_30,toilet flushing
W6hBBs-MuM8_145,missile launch
1uIfP9ipzxY_58,playing table tennis
YDpyBLAg2Ps_280,tap dancing
5tVUZcDC_Ss_122,playing tennis
3qPefjNIBok_30,goat bleating
AQ3TnlK8dS8_584,forging swords
ZlIOKvEp1so_3,police car (siren)
q6X517iRwRk_188,swimming
OH2SQhJqZDg_0,playing timpani
mtj8ovlWcGQ_104,snake rattling
AoIHTerxdas_0,lawn mowing
tta9apwVyTY_160,cat purring
5055BM1GUWc_79,wood thrush calling
asc4LJtsRxg_386,people slapping
JNs5uQEJpJs_30,sloshing water
AmDDp-cCo24_0,cat caterwauling
lgB6_lVDpvc_20,stream burbling
H6H3B1LLWw8_440,train horning
zhOI8JLAO8Q_1073,swimming
Ah-IBgwj2lg_30,owl hooting
RJtn6Td3rco_68,missile launch
PIgWwkS9HSU_90,wind rustling leaves
fqvUeh_JTic_72,chinchilla barking
haVBNvKQsEI_20,mynah bird singing
zrrM6Qg2Dwg_30,playing steelpan
e4Xh8ZImhUA_97,police car (siren)
Xb7lSqbJYog_490,helicopter
Tfj3_pJLdjM_747,playing table tennis
Fh53p0Tnnxg_130,playing sitar
qLVjaU5V9f0_150,car passing by
WftXzNONXZo_169,baltimore oriole calling
02Ak1eIyj3M_30,ambulance siren
mCY1Z1cmc-s_359,people eating noodle
H18aK9HhNSM_30,playing ukulele
xPLasulOZtQ_27,skiing
F2JQ0swc7kU_177,sharpen knife
CrCsfXn48q0_230,people eating
_HI4mqS81IA_0,car engine idling
rv4TRa-btas_3,sloshing water
jZuebOYsLmM_30,"bird chirping, tweeting"
-8C-gydUbR8_30,male singing
YYRdv32TJnc_184,plastic bottle crushing
2xQuWif8axE_30,playing electric guitar
a802qKb_itM_24,beat boxing
aPQTrv2B1sw_250,male singing
H_rYM_x08Iw_70,basketball bounce
XXGJCCGEQDE_1,plastic bottle crushing
12T-9dLEbY8_20,bird squawking
bzOeufhFITk_30,people sniggering
9rXAmXuAOw8_0,crow cawing
gQSjOkhrDf0_434,"race car, auto racing"
4jucrVBcSGI_20,people crowd
xrXgoZHnDko_57,telephone bell ringing
Wdg90rCeA34_212,playing table tennis
WUJXiIqMhCs_36,playing shofar
HwWQUXnD0oo_117,playing trombone
eprwvsJFlhw_2,eletric blender running
Oo3cKxlkQZc_30,people finger snapping
-40nDU5Ecgg_130,"donkey, ass braying"
92k_81uqMSM_70,using sewing machines
fsHgHsYyJbs_30,playing bass guitar
1mMqLP36sCQ_70,striking pool
J1SB5arXFf4_6,snake hissing
PYqPEeh56fg_81,air conditioning noise
fbdz2U-fJsk_110,owl hooting
LXhmTaN0sEE_140,printer printing
fqvUeh_JTic_1,chinchilla barking
2rdkLx56T1c_30,people running
cb2348GeL-8_172,playing ukulele
Sa_ovp-50Tc_30,"pigeon, dove cooing"
ZPeG32vKQ3w_30,typing on typewriter
5w09zIROwIE_967,"ice cream truck, ice cream van"
VjR_I34Vczk_10,"playing steel guitar, slide guitar"
vUui_D_rT9c_34,chicken clucking
U-O1FcXeZCk_200,playing vibraphone
682ODyTqKyw_130,skateboarding
0sT6vnChbrc_0,cat growling
9TzyRdTYDvo_24,dog growling
LMcCvGwYIS4_22,gibbon howling
8vohm5gaLs8_49,bowling impact
UVPgh1SYQ9M_456,airplane flyby
Z5QU8D9hhQA_10,footsteps on snow
r6jDIQQVXjc_263,cell phone buzzing
36v-AEu7uAU_30,"bee, wasp, etc. buzzing"
6zlMP_kQ_-w_30,playing harp
Y3Iu9Xq-TaU_505,people slurping
7FHHtRuAz0s_20,people clapping
aOqleVQCmwI_30,fire truck siren
omnN9q0sTGQ_110,playing guiro
7gfTPdlO-d4_63,playing timbales
mhQGbJQlVns_2,baby crying
2TprtMP1RDo_30,people whispering
Eh1m3vCCGdA_30,playing cello
-HAoExLVs6Q_380,"railroad car, train wagon"
-nDPmlHReow_60,people crowd
wOpcW1EFj_0_0,people slapping
XyT6JsD0o88_20,printer printing
ME7TYB3B27o_40,"cattle, bovinae cowbell"
w9IrUp87_UQ_120,"donkey, ass braying"
ZDtQSsioywU_958,opening or closing car electric windows
jBbwzM6A6Bo_42,francolin calling
hLCA2KW9dC8_2,people gargling
wDg2v3NuCoQ_75,hedge trimmer running
BeFjxrUwAC4_30,rapping
V_NbY-oVDJI_30,"female speech, woman speaking"
sNfwx40b-u0_40,people sneezing
2yX9079mMB4_3,cat meowing
ZiQxjsEyPtQ_65,people humming
Rp37k5_Eci0_30,lions roaring
DtuniV526eA_148,blowtorch igniting
NaGTvAwqJVc_80,"railroad car, train wagon"
BFqHyCoypfM_16,people screaming
9W4cZpE6tH8_37,forging swords
PfF-ishRsno_48,playing bongo
ULLJMxwt8Jc_150,people babbling
LwZNG7Uuu7g_65,sheep bleating
IPIS6TUVpSM_30,vacuum cleaner cleaning floors
Qzld9zDqrHI_79,forging swords
lehPGCdtNmY_30,baby laughter
1PAb2MoavDc_210,"bee, wasp, etc. buzzing"
XPqdiAWk4Bw_12,foghorn
OD-fpsHQCFg_80,playing trombone
S1_mKhT8FVo_28,playing hockey
ScQ2F8LTkuY_21,goat bleating
FnCrdfgwfdM_622,playing bassoon
Z0wu_Qi3Cxk_115,police radio chatter
doaQC-S8de8_0,playing trumpet
Gbfx746UJN8_30,tap dancing
-Cr0WQoFQQs_45,elk bugling
QFovsFrNNfw_136,skiing
7iZhehXeL3I_58,mynah bird singing
WVS46ZGovGw_30,crow cawing
vWKefG-sIrU_0,dog baying
sQNdEhz_yNg_110,playing cymbal
-GOaBCyC5Js_87,playing cornet
OKhsHZQy3YY_62,opening or closing car electric windows
XEavANMFzQM_40,dinosaurs bellowing
f9xzBsBljts_30,mouse squeaking
inAGPLejHUQ_539,strike lighter
NDovY5OEt2o_30,fire truck siren
2vYkvwD-fkc_10,playing harmonica
JO5CDrJHjHE_130,pig oinking
XX4v2slgAq4_14,police radio chatter
NEEr5ZgkrbE_22,people eating
Pf9AaTV4-yw_180,playing timpani
HJhFxiKjBoo_30,horse clip-clop
u_1-vcOg5W0_190,orchestra
tnr3diicTLI_230,mosquito buzzing
ByndCEEPsu4_90,playing cello
zmNfxr_2Rdw_160,playing guiro
NPXZIqxKvXA_30,playing didgeridoo
RQHsbSHEnYc_9,running electric fan
QupB4NN8fI0_30,playing cello
8FB9Cb00yTs_65,mynah bird singing
dS0NCJkkj0E_283,playing erhu
8EKCO2XKJ7w_0,beat boxing
hIo3lkALDlg_50,playing flute
rHu3VN5Jq_8_60,waterfall burbling
UtLBZ7hS9nU_30,people finger snapping
2uYTNgvxVwk_257,people humming
NFjonUQRHfE_20,splashing water
KK5AClS1mxA_651,chopping food
Db3VBTvUp_k_30,using sewing machines
Fh6RuC3pNhw_30,"engine accelerating, revving, vroom"
yXKFzL5lFKE_41,lathe spinning
ALuicozqVuc_267,extending ladders
966I5NCjnsg_30,dog whimpering
67V1jiAukxE_130,people hiccup
ywNSGamncv4_57,writing on blackboard with chalk
BslzZEEwFa8_30,people whistling
bxts5znycds_67,otter growling
qRW1-q1SU5U_43,snake rattling
t-6BSzXBNbM_51,penguins braying
7UpWB3q3Tf8_30,singing bowl
Byndzwec79o_30,printer printing
VsQMbITqgx8_225,planing timber
L5ohzqF0ZHQ_20,police car (siren)
omd7aw4XjGE_424,playing congas
WKbADRKJLo0_138,coyote howling
E5GF74D6Ylc_43,playing tambourine
QRbVHBt8dcE_496,tractor digging
6okkKX3mjV4_155,snake hissing
FauOsBt_IFA_160,people crowd
NouxIkaUjNA_60,playing hammond organ
cSnTCET2CsA_5584,"race car, auto racing"
F1Ig-hdRhuQ_75,hail
UsNUR6tsoTs_30,"motorboat, speedboat acceleration"
orZvoPflJOY_107,people eating apple
Byblis6MULI_30,playing sitar
AKmkhvb9shk_0,baltimore oriole calling
lh9MwUqQI0Q_66,missile launch
7uifiqanNoM_30,turkey gobbling
YnL6TJ_t068_30,playing snare drum
WG_CMZAkpCI_148,otter growling
J5om8xfMYYw_30,"motorboat, speedboat acceleration"
IgZ6SeMFFDE_5,squishing water
GFiFgEOFl_k_433,squishing water
QD9V6AwZar4_350,chicken crowing
60pjQAHIQeU_34,lip smacking
G5-Q3SegMa0_30,playing flute
e03gY44qb9g_30,goat bleating
L3FlG2uJgY8_250,playing acoustic guitar
mH0qxsxLypw_80,cat meowing
DZFP5hm7iKg_161,playing djembe
SLQAve85lDU_188,disc scratching
0KOPvSUlNjI_180,playing bagpipes
YuyNjGeVUEc_0,frog croaking
lBzEk72sMr0_370,eating with cutlery
C7Vig7sU4kQ_1925,child singing
GU7mq8uZgJo_135,playing tennis
2EaYSObne7M_369,people marching
tuL0hAaeb_I_60,playing bass guitar
d203T66G1lk_93,rope skipping
Fr6WH57YHxM_70,mouse pattering
kXAfPnwvchE_111,playing djembe
JedVdAUc6ic_77,playing hockey
WrSpubuVkN0_330,crow cawing
3NvKtRbbOYU_310,driving snowmobile
T_cHwVO2Eac_147,air conditioning noise
hPUhu0HEkBU_279,playing tympani
LyYLLg9xE68_2,golf driving
CFBgUNsgvqE_30,frog croaking
eSMCZfnJ5gI_30,dog barking
fil2wCcFeY0_1,gibbon howling
5C58IGwUCFY_30,female singing
tA90BqRu_Ko_68,playing bongo
5NQBuAOle3E_8,baltimore oriole calling
UoRitfnYmKU_30,tapping guitar
CJr8XzTyIr4_158,playing accordion
VR3BEMxNhz8_30,fire crackling
kYs6dijZaY8_108,magpie calling
s_8zsm4UHV4_259,playing snare drum
BZWyX4pYUSk_396,"heart sounds, heartbeat"
6uxFXWS8xvw_20,dog bow-wow
1MaEJRh2oGY_34,cheetah chirrup
0T39A4knSu4_57,elephant trumpeting
fFu6-om7EU4_270,hair dryer drying
yeu6OEIKwws_30,playing synthesizer
oBY7XYM4gi0_155,wood thrush calling
2es7oZzwLWM_30,playing zither
e1QHcaaO4IA_49,tornado roaring
1LPIxPA6-O8_261,playing erhu
3TRVC6TLnp4_30,baby babbling
gLPkzyEy--c_876,people eating apple
Pmow_aB00Ww_195,forging swords
3NRu3vNRFxU_0,dog barking
gywN2QJ3QOs_140,stream burbling
1eP5LSjyge0_220,hair dryer drying
aZmN_hzwJAs_26,people battle cry
4qaiLMEce6Y_25,"bird chirping, tweeting"
I4AsMxE3tFA_188,people slapping
IVJkeUVwUaY_145,playing erhu
_tUYIyZZ2TE_535,hedge trimmer running
kpRmoK3V6NQ_49,striking pool
eVhGXZQx-t8_36,elephant trumpeting
aE2MuxwZJSo_30,playing bagpipes
Wxup2o0w1kU_30,printer printing
JIVlpGCaiTs_30,playing gong
mgY1ZoRaaAA_30,people finger snapping
88OXNd0yTMI_40,"railroad car, train wagon"
IXM05dPfKmo_30,wind noise
lsO-MyEOBsk_175,chopping food
UfJg3VBTLow_420,driving buses
ipx_reb1Kfc_0,baby babbling
QZAkBSjlkgI_333,bowling impact
A-gtqqzNIck_39,tornado roaring
oSME-ts1WnQ_110,dog growling
uA6Ycad4cLg_173,blowtorch igniting
_6uZ1HyHSQY_110,chainsawing trees
TsUPben7NCw_269,people humming
vfIylWPACmg_88,playing double bass
HOm3GkVl8D8_40,chinchilla barking
Lh3cr_mfrnI_110,people sniggering
UHCrnOMZdGs_75,mynah bird singing
VtuRGKGr3_Y_8,police car (siren)
-hJ1YTZ5AGI_30,male singing
ee-0JGvEIng_30,driving motorcycle
-Zl_ZkDmZHE_0,playing castanets
iQK-G22GR5Y_300,people shuffling
-2sOH8XovEE_484,playing table tennis
MCnAUuIMuvk_260,orchestra
-hn5Sfg7kX0_0,mouse pattering
B9Aaspp7sy8_463,striking pool
jQFmaTURf3Q_0,foghorn
OzMAwy8qSEo_30,people sobbing
dF4XD6bFsWY_290,cap gun shooting
AYvYTvCG0Cw_4,door slamming
LXuw0i0_aCI_40,people farting
pxfDwsH7jk8_398,running electric fan
gl9j63Ln1y4_144,people eating noodle
7SKRc8oyLvE_9,train wheels squealing
PrAm5YVvXx8_10,dog howling
B-NEPHPyr_Y_129,penguins braying
qXedsy6pIEg_2,playing guiro
uHr3jMyJU7M_658,lip smacking
bv9PhRwJ9Yc_0,"bird chirping, tweeting"
t6ofi6eVHSw_310,playing harpsichord
h8-Z6EtIYQA_30,ocean burbling
DrN1hZuDLqA_153,lathe spinning
_hYBs0xee9Y_30,playing mandolin
13Ij0Y-m7N0_121,running electric fan
DB38NRSHw9A_30,"male speech, man speaking"
eOwKvuuMl74_103,people cheering
I6Nly5f8NkU_303,playing guiro
Cs_DJvnYWTs_10,dog whimpering
WLEZDT_vGuM_16,air conditioning noise
9R6XN9-Z27U_30,goat bleating
_2KUAaGiFcE_2,driving snowmobile
DNDz_sjBBY0_230,lawn mowing
2FrXzcm4YMc_70,playing gong
KRKX_UtYV9c_30,playing didgeridoo
Fz99QvWup20_30,raining
-0BIyqJj9ZU_30,people belly laughing
HMnF8n9c5-Y_30,people coughing
QlUKaEhgcV0_539,playing drum kit
H61TyC6jhEM_460,playing hammond organ
VKekx2cvfcM_30,playing gong
NPenz7N4FeA_515,sea waves
2TW5ZDk8_A0_17,foghorn
rIReA3dk0EA_296,baltimore oriole calling
67LwMQTrdI4_280,"child speech, kid speaking"
8xpT2UQhzqE_84,playing tennis
qTweqjXnIU0_175,yodelling
2__T6Q8rCCA_80,"bee, wasp, etc. buzzing"
6bBQ3pd0YU8_48,tap dancing
dfXl7_lnt0U_109,bouncing on trampoline
18212B4yfLg_80,lighting firecrackers
vq4jQd5-PL0_30,people sniggering
MPW-geOjDG4_197,tap dancing
YqVk-ZEQyHM_0,playing drum kit
ZbXRhUDCOvw_1,people gargling
ZAUxnrvNTIw_520,lighting firecrackers
nEmU3E8rras_12,playing washboard
q81ptFSA4mk_80,goose honking
4MRzQbAIyV4_90,car engine starting
RpGRpTpEHTs_109,disc scratching
t4xL3tWVGu8_17,striking bowling
vXBBhgvMCkM_210,lawn mowing
j8vekQPmE4E_20,playing accordion
C46X66FU_Dw_30,chainsawing trees
eXkDr7HlT0k_0,baby crying
COhPkkb8I0c_96,cat growling
LC79lWBAlR4_410,playing bassoon
2kdJKmgMcxU_0,cow lowing
sOwc2jAgqOQ_16,horse clip-clop
bmakSi9M2Ww_220,"cattle, bovinae cowbell"
QJfusheJ-uE_55,playing timbales
IdqTtYcY8L4_140,splashing water
Szwd-0tatdo_120,thunder
nTcGKRvqIbM_3,chicken clucking
jUlH1iDMg3Y_10,playing saxophone
3b0W6CnqYHc_31,people battle cry
ZwAplWOatRo_20,people nose blowing
4v1VgwCvm_U_30,female singing
3P0TaRKQPbE_400,playing clarinet
5gWlAdGamFo_646,striking pool
WJV6Ey6hXEw_5,dog growling
ENCPkF4K9zU_30,"female speech, woman speaking"
gdrXDL_exmA_326,skiing
0he6VV5Y9Bg_30,cricket chirping
N8fI8HDoUGM_118,people eating crisps
CuS-ok0xG9g_0,skidding
BNxowL6utbQ_30,playing harp
HeLV1buhzpI_30,people belly laughing
UrluLxHLwQM_110,toilet flushing
4W8IZxn3nEI_30,male singing
yP4p5P3h8ag_213,yodelling
IwqNzs5BSvs_35,fox barking
6RDnl3NFgsY_54,"male speech, man speaking"
9ZYj5toEbGA_0,skateboarding
c5D90N1qrD0_30,playing didgeridoo
6dBlHaIaw9s_0,hail
alMbWx4lVL4_30,playing accordion
VrimREPrM_o_30,typing on typewriter
DaQTSw0g6t4_20,people hiccup
61lqhA3r5rQ_40,playing harpsichord
cWskti2sCCM_30,ambulance siren
60TUirEXrow_70,people running
wKVlEAt1uvM_197,writing on blackboard with chalk
yvGSUZAf_CI_230,"cattle, bovinae cowbell"
8Jd9q8mWBPk_550,sea waves
lIvNNndi03c_81,playing glockenspiel
BYBRY2mupcc_30,using sewing machines
BZ9I6UN9skY_63,zebra braying
17Ne52PWgsI_93,electric grinder grinding
_Bih7lCMSz8_223,people nose blowing
VYyXt12fTHg_240,playing tabla
JxFZzqUCzoI_454,playing castanets
2T8OhRXZDTs_30,playing zither
CyQ5KpFI5A4_30,typing on typewriter
3uuyQ4O0L68_30,playing french horn
YwUa3OS92ZQ_30,pig oinking
gcWV2rYemQo_11,sloshing water
bovpIaQBYtk_0,opening or closing car electric windows
-JGpAlLrSD0_458,train whistling
TgJHM5oSWio_8,people sneezing
XZhLMTOmM9w_30,cat meowing
GtPLlcyLykQ_30,"motorboat, speedboat acceleration"
01SaXyGY5SM_30,cat caterwauling
hhNR4K7kMoo_30,"playing marimba, xylophone"
shQqZPRjOxc_30,people eating
4BUKAcdGfaI_9,tap dancing
BOgYLyIbVN8_31,dog growling
F6oEu35qy_A_25,fire truck siren
QO00gXws7ak_30,goose honking
uI6wFzp1KdI_78,firing muskets
xVOO1rp-yuk_128,planing timber
lb1awXgoyQE_0,skidding
UxPpGZTaf9E_15,playing badminton
YJ-mcQU75Nk_11,air conditioning noise
Ap9gDgwq1DU_30,"motorboat, speedboat acceleration"
6S7dV98ty_w_992,opening or closing car doors
zCf_CNCvEvk_7,civil defense siren
A_oaLt-n4fQ_220,"playing violin, fiddle"
nZAkDZIEVlY_294,air conditioning noise
SgtbfaaL8KQ_0,skidding
ENQli94rpHM_0,people crowd
QdcUajqXkvs_6,"electric shaver, electric razor shaving"
zdZstaYr9hY_200,playing sitar
3flT9DKyjJE_402,extending ladders
jIqAaU2Bgf0_530,reversing beeps
Z2LG4gxn_j4_170,people screaming
Oq0gZiJxP5Q_18,goose honking
yy0n-N17n04_10,playing harmonica
lPyBMsjVG94_30,people running
xK-7W3ZPd3o_94,chopping wood
Jj3Ie49Mzik_20,people whistling
xTDmWAfnFl0_181,chopping food
